time,distance,runner,dsplit,mph,hour,gender
2019-03-24 20:00,10.43034,Thomas J.,10.43034,5.21517,2,male
2019-03-24 22:00,20.86068,Thomas J.,10.43034,5.21517,4,male
2019-03-24 23:59,31.29102,Thomas J.,7.822755,3.9113775,6,male
2019-03-25 2:00,39.113775,Thomas J.,7.822755,3.9113775,8,male
2019-03-25 4:00,46.93653,Thomas J.,10.43034,5.21517,10,male
2019-03-25 6:00,57.36687,Thomas J.,7.822755,3.9113775,12,male
2019-03-25 8:00,65.189625,Thomas J.,10.43034,5.21517,14,male
2019-03-25 10:00,75.619965,Thomas J.,7.822755,3.9113775,16,male
2019-03-25 12:01,83.44272,Thomas J.,7.822755,3.9113775,18,male
2019-03-25 14:00,91.265475,Thomas J.,7.822755,3.9113775,20,male
2019-03-25 16:00,99.08823,Thomas J.,10.43034,5.21517,22,male
2019-03-25 18:00,109.51857,Thomas J.,7.822755,3.9113775,24,male
2019-03-25 20:00,117.341325,Thomas J.,5.21517,2.607585,26,male
2019-03-25 22:00,122.556495,Thomas J.,7.822755,3.9113775,28,male
2019-03-25 23:59,130.37925,Thomas J.,7.822755,3.9113775,30,male
2019-03-26 2:00,138.202005,Thomas J.,5.21517,2.607585,32,male
2019-03-26 4:00,143.417175,Thomas J.,5.21517,2.607585,34,male
2019-03-26 6:00,148.632345,Thomas J.,5.21517,2.607585,36,male
2019-03-26 8:00,153.847515,Thomas J.,7.822755,3.9113775,38,male
2019-03-26 10:00,161.67027,Thomas J.,7.822755,3.9113775,40,male
2019-03-26 12:01,169.493025,Thomas J.,7.822755,3.9113775,42,male
2019-03-26 14:00,177.31578,Thomas J.,5.21517,2.607585,44,male
2019-03-26 16:00,182.53095,Thomas J.,6.05517,3.027585,46,male
2019-03-26 18:00,188.58612,Thomas J.,,,48,male
2019-03-24 18:00,0,Wayne E.,,,0,male
